"Sampsonius dampfi","Xyleborus affinis","Xyleborus posticus","Ambrosiodmus obliquus"
0.0888050295923475,0.978412123202862,0.166274246324423,0.0965830882751869
0.0881909029452784,0.978241784761838,0.165900152301838,0.0963251016358857
0.0875828476559858,0.978070764728165,0.165528101954175,0.0960686741922646
0.0869807873348418,0.977899063355389,0.1651580774316,0.0958137912460981
0.0863846467340881,0.977726680901798,0.164790061099015,0.095560438287404
0.0857943517285638,0.977553617630403,0.164424035532769,0.0953086009913974
0.0852098292967804,0.977379873808929,0.164059983517424,0.0950582652155052
0.0846310075023439,0.977205449709798,0.163697888042583,0.0948094169964377
0.084057815475711,0.977030345610118,0.163337732299778,0.0945620425473175
0.0834901833962781,0.976854561791666,0.162979499679412,0.0943161282548639
0.0829280424747964,0.976678098540881,0.162623173767762,0.0940716606766321
0.0823713249361027,0.976500956148841,0.162268738344032,0.0938286265383037
0.0818199640021666,0.97632313491126,0.161916177377465,0.0935870127310314
0.0812738938754434,0.976144635128465,0.161565475024501,0.0933468063088327
0.0807330497225286,0.975965457105391,0.161216615625993,0.0931079944860341
0.0801973676581091,0.975785601151561,0.160869583704472,0.0928705646347626
0.0796667847292044,0.975605067581077,0.160524363961459,0.0926345042824863
0.0791412388996923,0.975423856712606,0.160180941274822,0.0923998011095995
0.0786206690351156,0.975241968869364,0.159839300696195,0.092166442947055
0.0781050148877619,0.975059404379108,0.159499427448422,0.0919344177740381
0.0775942170820145,0.974876163574118,0.159161306923066,0.0917037137156874
0.0770882170999652,0.974692246791187,0.158824924677948,0.0914743190408547
0.0765869572672887,0.974507654371606,0.158490266434738,0.0912462221599086
0.0760903807393705,0.974322386661154,0.158157318076586,0.0910194116225773
0.0755984314876839,0.974136444010082,0.157826065645793,0.0907938761158322
0.0751110542864131,0.9739498267731,0.157496495341524,0.0905696044618092
0.0746281946993168,0.973762535309366,0.157168593517562,0.0903465856157694
0.0741497990668254,0.973574569982474,0.1568423466801,0.0901248086640952
0.0736758144933732,0.973385931160437,0.156517741485572,0.0899042628223247
0.0732061888349545,0.97319661921568,0.156194764738521,0.0896849374332201
0.0727408706869047,0.97300663452502,0.155873403389501,0.0894668219648724
0.0722798093718975,0.972815977469661,0.155553644533024,0.0892499060088385
0.07182295492816,0.972624648435176,0.155235475405529,0.0890341792783136
0.0713702580978947,0.972432647811496,0.154918883383398,0.0888196316063351
0.0709216703159105,0.972239975992896,0.154603855980999,0.0886062529440188
0.0704771436984549,0.972046633377987,0.154290380848763,0.0883940333588265
0.0700366310322448,0.971852620369697,0.153978445771296,0.0881829630328641
0.0696000857636939,0.971657937375262,0.153668038665519,0.0879730322612103
0.0691674619883292,0.971462584806214,0.153359147578845,0.0877642314502741
0.0687387144403966,0.971266563078366,0.15305176068738,0.0875565511161817
0.0683137984826503,0.971069872611802,0.152745866294159,0.0873499818831907
0.067892670096323,0.970872513830863,0.152441452827407,0.0871445144821338
0.0674752858712729,0.970674487164134,0.152138508838838,0.086940139748887
0.0670616029963048,0.970475793044434,0.151837023001968,0.0867368486228666
0.0666515792496624,0.9702764319088,0.151536984110469,0.0865346321455515
0.0662451729896874,0.970076404198478,0.151238381076541,0.08633348145903
0.0658423431456427,0.969875710358908,0.15094120292932,0.0861333878045735
