"Xyleborus ferrugineus","Xylosandrus compactus","Sampsonius dampfi","Xyleborus xylographus"
0.949863772753844,1,0.562904199999457,0.661585596071162
0.94923882283479,1,0.557369338224089,0.654963194265267
0.948612420684636,1,0.551871874588863,0.648342537731084
0.94798458654156,1,0.546412543502397,0.641726153664151
0.947355340386568,1,0.540992033485694,0.635116516423915
0.946724701948827,1,0.535610988277699,0.628516045292217
0.946092690710826,1,0.530270007956877,0.621927102426791
0.94545932591338,1,0.524969650075475,0.615351991008268
0.944824626560478,1,0.519710430803372,0.608792953578537
0.944188611423983,1,0.514492826078541,0.602252170567576
0.943551299048188,1,0.509317272761361,0.59573175900533
0.94291270775424,1,0.504184169790163,0.589233771414632
0.942272855644428,1,0.499093879335566,0.582760194880633
0.941631760606347,1,0.494046727951336,0.576312950291793
0.940989440316942,1,0.489043007719634,0.569893891747044
0.940345912246432,1,0.484082977388704,0.563504806123381
0.939701193662124,1,0.479166863501173,0.557147412797852
0.939055301632119,1,0.474294861511311,0.550823363517613
0.938408253028915,1,0.469467136889693,0.544534242411524
0.937760064532905,1,0.464683826213896,0.538281566136591
0.937110752635785,1,0.459945038243944,0.532066784152394
0.936460333643865,1,0.455250854981368,0.525891279116596
0.93580882368129,1,0.450601332710842,0.519756367394512
0.93515623869318,1,0.445996503023493,0.513663299675776
0.934502594448677,1,0.441436373821072,0.507613261691066
0.933847906543923,1,0.436920930300271,0.501607375021989
0.933192190404949,1,0.432450135916583,0.495646697997201
0.932535461290499,1,0.428023933327188,0.489732226668035
0.931877734294774,1,0.423642245312408,0.48386489585695
0.931219024350114,1,0.419304975675401,0.478045580272305
0.930559346229601,1,0.415012010119789,0.47227509568312
0.929898714549611,1,0.410763217105018,0.466554200147633
0.929237143772291,1,0.406558448679311,0.460883595289711
0.928574648207979,1,0.402397541290109,0.455263927617324
0.927911242017571,1,0.398280316571989,0.449695789877531
0.927246939214819,1,0.394206582112073,0.444179722442678
0.926581753668585,1,0.390176132192998,0.438716214722665
0.925915699105034,1,0.386188748513564,0.433305706598473
0.92524878910978,1,0.382244200887227,0.427948589872298
0.92458103712998,1,0.378342247918603,0.422645209729914
0.923912456476379,1,0.374482637658238,0.417395866211141
0.923243060325307,1,0.370665108235892,0.412200815684506
0.922572861720635,1,0.366889388472606,0.407060272322451
0.921901873575683,1,0.36315519847189,0.40197440957365
0.921230108675085,1,0.35946225019034,0.396943361629251
0.920557579676612,1,0.355810247988048,0.39196722488008
0.919884299112961,1,0.352198889159165,0.387046059362063
0.919210279393497,1,0.348627864443005,0.382179890187336
0.918535532805961,1,0.345096858516086,0.377368708958733
0.917860071518138,1,0.34160555046551,0.372612475165524
0.917183907579496,1,0.338153614244099,0.367911117558506
0.916507052922787,1,0.334740719107712,0.36326453550269
0.915829519365607,1,0.331366530035166,0.358672600306048
0.915151318611936,1,0.328030708131197,0.354135156522939
0.914472462253638,1,0.324732911012893,0.349652023230983
