"Coptoborus pseudotenuis","Euwallacea fornicatus","Ambrosiodmus tachygraphus","Xyleborus affinis"
0.99965733207596,0.993187195452872,0.999969074170437,0.99999819228735
0.99888550017954,0.986992513298988,0.999850781526726,0.999993165324125
0.997779673746555,0.9810565105676,0.999625391759458,0.999985120671374
0.99638147203687,0.975305240317265,0.999280340011594,0.999974159531756
0.994717884604561,0.969703186328556,0.998806077927769,0.999960350559937
0.992808990885617,0.964229017631636,0.998194872034524,0.999943745654539
0.990670915937012,0.958868294273389,0.99744025635869,0.999924386478575
0.988317261210697,0.953610470094039,0.996536733286442,0.999902307801769
0.985759896969535,0.948447425802736,0.995479591669424,0.999877539444179
0.983009441937132,0.943372663473222,0.994264787996115,0.999850107505994
0.980075572569776,0.938380826257836,0.992888864562945,0.999820035194569
0.976967232095329,0.933467393627702,0.991348890729471,0.99978734340694
0.973692777032062,0.92862847831245,0.989642419234252,0.999752051155319
0.970260082875985,0.923860685559767,0.987767452662291,0.999714175887187
